[2025-07-11 17:26:38] 程序启动
[2025-07-11 17:26:38] 初始训练完成
[2025-07-11 17:43:38] 程序启动
[2025-07-11 17:43:38] 初始训练完成
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0026
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0026
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0026
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0026
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0026
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0026
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0026
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0025
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0025
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0025
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0025
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0025
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0025
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0025
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0025
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0024
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0024
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0024
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0024
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0024
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0024
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0024
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0024
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0024
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0023
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0023
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0023
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0023
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0023
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0023
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0023
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0023
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0023
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0022
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0022
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0022
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0022
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0022
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0022
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0022
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0022
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0022
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0022
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0021
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0020
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:15] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0019
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0018
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0017
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0016
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0015
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0014
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0013
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0012
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:16] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0011
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0010
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0009
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0008
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
[2025-07-11 17:44:17] 自主学习本轮平均损失: 0.0007
